"AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_STATE_CODE","AIRPORT_STATE_FIPS",
10001,"01A","Afognak Lake Airport","Afognak Lake, AK","AK","02",
10003,"03A","Bear Creek Mining Strip","Granite Mountain, AK","AK","02",
10004,"04A","Lik Mining Camp","Lik, AK","AK","02",
10005,"05A","Little Squaw Airport","Little Squaw, AK","AK","02",
10006,"06A","Kizhuyak Bay","Kizhuyak, AK","AK","02",
10007,"07A","Klawock Seaplane Base","Klawock, AK","AK","02",
10008,"08A","Elizabeth Island Airport","Elizabeth Island, AK","AK","02",
10009,"09A","Augustin Island","Homer, AK","AK","02",
10010,"1B1","Columbia County","Hudson, NY","NY","36",
10010,"1B1","Columbia County","Hudson, NY","NY","36",
10011,"1G4","Grand Canyon West","Peach Springs, AZ","AZ","04",
10011,"1G4","Grand Canyon West","Peach Springs, AZ","AZ","04",
10012,"1N7","Blairstown Airport","Blairstown, NJ","NJ","34",
10013,"8F3","Crosbyton Municipal","Crosbyton, TX","TX","48",
10014,"A01","Blair Lake","Fairbanks/Ft. Wainwright, AK","AK","02",
10014,"A01","Blair Lake","Fairbanks/Ft. Wainwright, AK","AK","02",
10015,"A02","Deadmans Bay Airport","Deadmans Bay, AK","AK","02",
10016,"A03","Hallo Bay Airport","Hallo Bay, AK","AK","02",
10017,"A04","Red Lake Airport","Red Lake, AK","AK","02",
10018,"A05","Shell Lake Airport","Shell Lake, AK","AK","02",
10019,"A06","Navigator Airstrip","Kougarok, AK","AK","02",
10020,"A07","Roland Norton Memorial Airstrip","Selawik, AK","AK","02",
10020,"A07","Roland Norton Memorial","Selawik, AK","AK","02",
10021,"A08","Pillar Bay Airport","Pillar Bay, AK","AK","02",
10022,"JOH","Johnstone Point Airport","Johnstone Point, AK","AK","02",
10022,"A09","Johnstone Point Airport","Johnstone Point, AK","AK","02",
10022,"A09","Johnstone Point Airport","Johnstone Point, AK","AK","02",
10023,"TLK","Tikchik Lodge Airport","Tikchik Lodge, AK","AK","02",
10023,"KTH","Tikchik Lodge Airport","Tikchik Lodge, AK","AK","02",
10024,"A11","Bell Creek Airport","Bell Creek, AK","AK","02",
10025,"A12","Cinnabar Airport","Cinnabar, AK","AK","02",
10026,"A13","Mountaintop Mine Airport","Mountaintop Mine, AK","AK","02",
10027,"A14","Whitebear Airport","Whitebear, AK","AK","02",
10028,"A15","Puviaq Airport","Puviaq, AK","AK","02",
10028,"A15","Puviaq Airport","Puviaq, AK","AK","02",
10029,"A16","Arley Lake Airport","Arley Lake, AK","AK","02",
10030,"A17","Port Vita Airport","Port Vita, AK","AK","02",
10031,"A18","Kantishna Airport","Kantishna, AK","AK","02",
10031,"A18","Kantishna Airport","Kantishna, AK","AK","02",
10033,"A20","Alpine Airstrip","Alpine, AK","AK","02",
10034,"A21","Serpentine Airport","Serpentine, AK","AK","02",
10035,"A22","Driftwood Bay Airport","Driftwood Bay, AK","AK","02",
10036,"A23","Bradley Lake Airport","Bradley Lake, AK","AK","02",
10037,"A24","Chilkat Lake Airport","Chilkat Lake, AK","AK","02",
10038,"A25","Nugget Creek Airport","Nugget Creek, AK","AK","02",
10039,"A26","Ivotuk Airstrip","Ivotuk, AK","AK","02",
10040,"A27","Pogo Mines Airport","Pogo Mines, AK","AK","02",
10041,"A28","Ayakulik River Airport","Ayakulik River, AK","AK","02",
10042,"A29","Kiluda Bay Airport","Kiluda Bay, AK","AK","02",
10043,"A30","Terror Lake Airport","Terror Lake, AK","AK","02",
10044,"A31","Selief Bay Airport","Selief Bay, AK","AK","02",
10047,"A34","Laura Lake Airport","Laura Lake, AK","AK","02",
10049,"A36","Deep Bay Airport","Deep Bay, AK","AK","02",
10050,"A37","Kako Airport","Kako, AK","AK","02",
10050,"A37","Kako Airport","Kako, AK","AK","02",
10051,"A38","Molly Creek Airport","Molly Creek, AK","AK","02",
10052,"A39","Ptarmigan Lake Airport","Ptarmigan Lake, AK","AK","02",
10053,"A40","Cape Simpson Airport","Cape Simpson, AK","AK","02",
10054,"A41","Kogru River Airport","Kogru River, AK","AK","02",
10054,"A41","Kogru River Airport","Kogru River, AK","AK","02",
10055,"A42","Teshepkuk Lake Airport","Teshepkuk Lake, AK","AK","02",
10056,"A43","Trident Basin Seaplane Base","Kodiak Island, AK","AK","02",
10058,"A45","Lake Florence Airport","Lake Florence, AK","AK","02",
10059,"A46","Lake Hasselborg Airport","Lake Hasselborg, AK","AK","02",
10060,"A47","Distin Lake Airport","Distin Lake, AK","AK","02",
10061,"A48","Port Hobron Airport","Port Hobron, AK","AK","02",
10062,"A49","Mooseville Airstrip Airport","Mooseville Airstrip, AK","AK","02",
10063,"A50","Big Bay Airport","Big Bay, AK","AK","02",
10064,"A51","Wien Lake Airport","Wien Lake, AK","AK","02",
10065,"A52","Silver Salmon Creek Airport","Silver Salmon Creek, AK","AK","02",
10066,"A53","Blear Lake Airport","Blear Lake, AK","AK","02",
10067,"A54","Cannery Bay Airport","Cannery Bay, AK","AK","02",
10069,"A56","Johnsons Landing","Bear Lake, AK","AK","02",
10070,"VZK","International Seafoods Airport","International Seafoods, AK","AK","02",
10070,"A57","International Seafoods Airport","International Seafoods, AK","AK","02",
10071,"A58","Cosna River Airport","Cosna River, AK","AK","02",
10072,"A59","Ivatuk Airport","Ivatuk, AK","AK","02",
10074,"A61","Cape Sarichef AFS","Cape Sarichef, AK","AK","02",
10074,"A61","Cape Sarichef Airport","Cape Sarichef, AK","AK","02",
10075,"A62","Taylor Mountain","Taylor Mountain Mine, AK","AK","02",
10076,"A63","Coal Creek","Yukon Charley Rivvers, AK","AK","02",
10076,"A63","Coal Creek","Yukon Charley Rivvers, AK","AK","02",
10076,"A63","Coal Creek","Yukon Charley Rivvers, AK","AK","02",
10078,"A65","Karluk Portage Airport","Karluk Portage, AK","AK","02",
10079,"A66","Hope Airport","Hope, AK","AK","02",
10079,"A66","Hope Airport","Hope, AK","AK","02",
10079,"A66","Hope Airport","Hope, AK","AK","02",
10080,"A67","Viekoda Bay Airport","Viekoda Bay, AK","AK","02",
10082,"A69","Cathedral Strip","Cold Bay, AK","AK","02",
10083,"A70","Village Islands Airport","Village Islands, AK","AK","02",
10084,"A71","Bear Cove Farm","Homer, AK","AK","02",
10085,"A72","Chinitna Bay Airport","Chinitna Bay, AK","AK","02",
10086,"A73","McKinley National Park","McKinley Park, AK","AK","02",
10087,"A74","Dog Fish Bay","Nanwalek, AK","AK","02",
10088,"A75","Malina Bay Airport","Malina Bay, AK","AK","02",
10089,"A76","Red Fox Bay Airport","Red Fox Bay, AK","AK","02",
10090,"A77","Shearwater Airport","Shearwater, AK","AK","02",
10091,"A78","Lake","Cape Simpson, AK","AK","02",
10092,"A79","Cape Simpson No. 1","Cape Simpson, AK","AK","02",
10093,"A80","Cape Simpson No. 7","Cape Simpson, AK","AK","02",
10094,"A81","Cape Simpson #1","Aglaq, AK","AK","02",
10095,"A82","Nikiski Private Airstrip","Nikiski, AK","AK","02",
10096,"A83","Petrof Point Airport","Petrof Point, AK","AK","02",
10097,"A84","Denali West Lodge Private","Denali, AK","AK","02",
10098,"A85","Big River Airport","Big River, AK","AK","02",
10100,"A87","Carry Inlet Airport","Carry Inlet, AK","AK","02",
10102,"A89","Montague Island Airport","Montague Island, AK","AK","02",
10103,"A90","Shannon Pond Airport","Shannon Pond, AK","AK","02",
10104,"A91","Omalik Lagoon Airport","Omalik Lagoon, AK","AK","02",
10105,"A92","Omolik Lagoon Airport","Omolik Lagoon, AK","AK","02",
10106,"A93","Bradley Lake Project Airport","Bradley Lake Project, AK","AK","02",
10107,"A94","Ice Strip","Barrow, AK","AK","02",
10108,"A95","Ice Strip","Barrow, AK","AK","02",
10109,"A96","Ice Strip","Barrow, AK","AK","02",
10110,"A97","Akulik Air Strip","Akulik, AK","AK","02",
10111,"A98","Deadfall Air Strip","Deadfall, AK","AK","02",
10112,"A99","Eagle Creek Airport","Eagle Creek, AK","AK","02",
10113,"AA1","Ice Kong","Bethel, AK","AK","02",
10116,"AA4","Glacier Split","Kachemak Bay, AK","AK","02",
10117,"AA5","Selby Lake Airport","Selby Lake, AK","AK","02",
10118,"AAA","Anaa Airport","Anaa, French Polynesia","","",
10118,"AAA","Anaa Airport","Anaa, French Polynesia","","",
10119,"AAB","Arrabury Station","Arrabury, Australia","","",
10120,"AAC","El Arish International","El Arish, Egypt","","",
10120,"AAC","El Arish International","El Arish, Egypt","","",
10121,"AAE","Rabah Bitat","Annaba, Algeria","","",
10121,"AAE","Rabah Bitat","Annaba, Algeria","","",
10122,"AAF","Apalachicola Regional","Apalachicola, FL","FL","12",
10122,"AAF","Apalachicola Regional Cleve Randolph Field","Apalachicola, FL","FL","12",
10123,"AAH","Aachen/Merzbruck","Aachen, West Germany","","",
10123,"AAH","Aachen/Merzbruck","Aachen, Germany","","",
10123,"AAH","Aachen/Merzbruck","Aachen, Germany","","",
10124,"AAI","Arraias Airport","Arraias, Brazil","","",
10124,"AAI","Arraias Airport","Arraias, Brazil","","",
10124,"AAI","Arraias Airport","Arraias, Brazil","","",
10125,"AAL","Aalborg Airport","Aalborg, Denmark","","",
10125,"AAL","Aalborg Airport","Aalborg, Denmark","","",
10126,"AAM","Malamala","Mala Mala, South Africa","","",
10126,"AAM","Malamala","Mala Mala, South Africa","","",
10127,"AAN","Al Ain International","Al Ain, United Arab Emirates","","",
10127,"AAN","Al Ain International","Al Ain, United Arab Emirates","","",
10127,"AAN","Al Ain International","Al Ain, United Arab Emirates","","",
10128,"AAO","Anaco Airport","Anaco, Venezuela","","",
10128,"AAO","Anaco Airport","Anaco, Venezuela","","",
10128,"AAO","Anaco Airport","Anaco, Venezuela","","",
10129,"AAQ","Vityazevo","Anapa, Russia","","",
10129,"AAQ","Vityazevo","Anapa, Russia","","",
10129,"AAQ","Anapa Airport","Anapa, Russia","","",
10130,"AAR","Tirstrup","Aarhus, Denmark","","",
10130,"AAR","Tirstrup","Aarhus, Denmark","","",
10130,"AAR","Aarhus Airport","Aarhus, Denmark","","",
10131,"AAU","Asau W Sam","Asau, Samoa","","",
10132,"AAX","Araxa Airport","Araxa, Brazil","","",
10132,"AAX","Araxa Airport","Araxa, Brazil","","",
10134,"ABD","Abadan Airport","Abadan, Iran","","",
10134,"ABD","Abadan Airport","Abadan, Iran","","",
10134,"ABD","Abadan Airport","Abadan, Iran","","",
10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","PA","42",
10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","PA","42",
10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","PA","42",
10136,"ABI","Abilene Regional","Abilene, TX","TX","48",
10136,"ABI","Abilene Regional","Abilene, TX","TX","48",
10136,"ABI","Abilene Regional","Abilene, TX","TX","48",
10137,"ABJ","Abidjan Felix Houphouet Boigny International","Abidjan, Cote d'Ivoire","","",
10137,"ABJ","Abidjan Felix Houphouet Boigny International","Abidjan, Cote d'Ivoire","","",
10137,"ABJ","Felix Houphouet Boigny Abidjan","Abidjan, Cote d'Ivoire","","",
10137,"ABJ","Felix Houphouet Boigny Abidjan International","Abidjan, Cote d'Ivoire","","",
10138,"ABK","Kabri Dar Airport","Kabri Dar, Ethiopia","","",
10138,"ABK","Kebri Dahar","Kabri Dar, Ethiopia","","",
10138,"ABK","Kebri Dahar","Kabri Dar, Ethiopia","","",
10139,"ABL","Ambler River","Ambler, AK","AK","02",
10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","NM","35",
10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","NM","35",
10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","NM","35",
10141,"ABR","Aberdeen Regional","Aberdeen, SD","SD","46",
10141,"ABR","Aberdeen Regional","Aberdeen, SD","SD","46",
10141,"ABR","Aberdeen Regional","Aberdeen, SD","SD","46",
10141,"ABR","Aberdeen Regional","Aberdeen, SD","SD","46",
10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","","",
10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","","",
10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","","",
10143,"BBH","Al-Baha Airport","Al-Baha, Saudi Arabia","","",
10143,"ABT","Al-Baha Airport","Al-Baha, Saudi Arabia","","",
10143,"ABT","King Saud Bin Abdulaziz","Al-Baha, Saudi Arabia","","",
10144,"ABV","Abuja Nnamdi Azikiwe International","Abuja, Nigeria","","",
10144,"ABV","Abuja Nnamdi Azikiwe International","Abuja, Nigeria","","",
10144,"ABV","Nnamdi Azikiwe International","Abuja, Nigeria","","",
10145,"ABX","Albury Airport","Albury, Australia","","",
10145,"ABX","Albury Airport","Albury, Australia","","",
10146,"ABY","Southwest Georgia Regional","Albany, GA","GA","13",
10146,"ABY","Southwest Georgia Regional","Albany, GA","GA","13",
10147,"ABZ","Aberdeen Dyce","Aberdeen, United Kingdom","","",
10147,"ABZ","Aberdeen Dyce","Aberdeen, United Kingdom","","",
10147,"ABZ","Aberdeen Dyce","Aberdeen, United Kingdom","","",
10148,"ACA","General Juan N Alvarez International","Acapulco, Mexico","","",
10148,"ACA","General Juan N Alvarez International","Acapulco, Mexico","","",
10149,"ACB","Antrim County","Bellaire, MI","MI","26",
10149,"ACB","Antrim County","Bellaire, MI","MI","26",
10150,"ACC","Accra Kotoka International","Accra, Ghana","","",
10150,"ACC","Accra Kotoka International","Accra, Ghana","","",
10151,"ACE","Lanzarote","Arrecife, Spain","","",
10151,"ACE","Lanzarote","Arrecife, Spain","","",
10152,"ACH","St Gallen Altenrhein","Altenrhein, Switzerland","","",
10152,"ACH","St Gallen Altenrhein","Altenrhein, Switzerland","","",
10153,"ACI","Alderney Airport","Alderney, United Kingdom","","",
10153,"ACI","Alderney Airport","Alderney, United Kingdom","","",
10153,"ACI","Alderney Airport","Alderney, United Kingdom","","",
10154,"ACK","Nantucket Memorial","Nantucket, MA","MA","25",
10154,"ACK","Nantucket Memorial","Nantucket, MA","MA","25",
10154,"ACK","Nantucket Memorial","Nantucket, MA","MA","25",
10155,"ACT","Waco Regional","Waco, TX","TX","48",
10155,"ACT","Waco Regional","Waco, TX","TX","48",
10156,"ACU","Achutupo Airport","Achutupo, Panama","","",
10157,"ACV","Arcata","Arcata/Eureka, CA","CA","06",
10157,"ACV","Arcata","Arcata/Eureka, CA","CA","06",
10157,"ACV","Arcata","Arcata/Eureka, CA","CA","06",
10158,"ACY","Nafec Atlantic City","Atlantic City, NJ","NJ","34",
10158,"ACY","Nafec Atl","Atlantic City, NJ","NJ","34",
10158,"ACY","Atlantic City International","Atlantic City, NJ","NJ","34",
10158,"ACY","Atlantic City International","Atlantic City, NJ","NJ","34",
10159,"ADA","Adana Sakirpasa","Adana, Turkey","","",
10159,"ADA","Adana International","Adana, Turkey","","",
10160,"ADB","Adnan Menderes","Izmir, Turkey","","",
10160,"ADB","Adnan Menderes","Izmir, Turkey","","",
10161,"ADC","Andakombe Airport","Andakombe, Papua New Guinea","","",
10161,"ADC","Andakombe Airport","Andakombe, Papua New Guinea","","",
10162,"ADD","Haile Selassie I International","Addis Ababa, Ethiopia","","",
10162,"ADD","Bole International","Addis Ababa, Ethiopia","","",
10163,"ADE","Aden International","Aden, South Yemen","","",
10163,"ADE","Aden International","Aden, Yemen","","",
10163,"ADE","Aden International","Aden, Yemen","","",
10164,"ADJ","King Abdullah Ben","Amman, Jordan","","",
10164,"ADJ","Marka International","Amman, Jordan","","",
10164,"ADJ","Marka International","Amman, Jordan","","",
10165,"ADK","Adak NS","Adak Island, AK","AK","02",
10165,"ADK","Adak","Adak Island, AK","AK","02",
10165,"ADK","Adak","Adak Island, AK","AK","02",
10165,"ADK","Adak","Adak Island, AK","AK","02",
10166,"ADL","Adelaide International","Adelaide, Australia","","",
10166,"ADL","Adelaide International","Adelaide, Australia","","",
10167,"ADM","Ardmore Municipal","Ardmore, OK","OK","40",
10167,"ADM","Ardmore Municipal","Ardmore, OK","OK","40",
10168,"ADN","Andes Airport","Andes, Colombia","","",
10168,"ADN","Andes Airport","Andes, Colombia","","",
10168,"ADN","Andes Airport","Andes, Colombia","","",
10169,"ADO","Andamooka Airport","Andamooka, Australia","","",
10170,"ADQ","Kodiak Airport","Kodiak, AK","AK","02",
10171,"ADS","Addison","Dallas, TX","TX","48",
10171,"ADS","Addison","Dallas, TX","TX","48",
10172,"ADW","Andrews AFB","Camp Springs, MD","MD","24",
10172,"ADW","Andrews AFB","Camp Springs, MD","MD","24",
10172,"ADW","Joint Base Andrews","Camp Springs, MD","MD","24",
10173,"ADX","RAF Leuchars","St Andrews, United Kingdom","","",
10173,"ADX","RAF Leuchars","St Andrews, United Kingdom","","",
10174,"ADZ","San Andres","San Andres Island, Colombia","","",
10174,"ADZ","Sesquicentenario","San Andres Island, Colombia","","",
10174,"ADZ","Gustavo Rojas Pinilla","San Andres Island, Colombia","","",
10175,"DHF","Al Dhafra Air Base","Al Dhafra, United Arab Emirates","","",
10176,"AED","Aleneva Airport","Aleneva, AK","AK","02",
10177,"AEG","Aek Godang","Padang Sidempuan, Indonesia","","",
10178,"AEH","Abeche Airport","Abeche, Chad","","",
10178,"AEH","Abeche Airport","Abeche, Chad","","",
10178,"AEH","Abeche Airport","Abeche, Chad","","",
10180,"AEO","Aioun El Atrouss Airport","Aioun El Atrouss, Mauritania","","",
10180,"AEO","Aioun El Atrouss Airport","Aioun El Atrouss, Mauritania","","",
10181,"AEP","Aeroparque Jorge Newbery","Buenos Aires, Argentina","","",
10181,"AEP","Aeroparque Jorge Newbery","Buenos Aires, Argentina","","",
10182,"AER","Adler/Sochi Airport","Adler/Sochi, U.S.S.R.","","",
10182,"AER","Adler/Sochi Airport","Adler/Sochi, Russia","","",
10183,"AES","Vigra","Aalesund, Norway","","",
10183,"AES","Vigra","Aalesund, Norway","","",
10183,"AES","Vigra","Aalesund, Norway","","",
10184,"AET","Allakaket Airport","Allakaket, AK","AK","02",
10184,"AET","Allakaket Airport","Allakaket, AK","AK","02",
10185,"AEX","England AFB","Alexandria, LA","LA","22",
10185,"AEX","Alexandria International","Alexandria, LA","LA","22",
10186,"AEY","Akureyri Airport","Akureyri, Iceland","","",
10186,"AEY","Akureyri Airport","Akureyri, Iceland","","",
10186,"AEY","Akureyri Airport","Akureyri, Iceland","","",
10188,"AFA","San Rafael Airport","San Rafael, Argentina","","",
10188,"AFA","San Rafael Airport","San Rafael, Argentina","","",
10188,"AFA","San Rafael Airport","San Rafael, Argentina","","",
10188,"AFA","San Rafael Airport","San Rafael, Argentina","","",
10189,"AFF","USAF Academy Airfield","Colorado Springs, CO","CO","08",
10189,"AFF","USAF Academy Airfield","Colorado Springs, CO","CO","08",
10189,"AFF","USAF Academy Airfield","Colorado Springs, CO","CO","08",
10190,"AFK","Nebraska City Municipal","Nebraska, NE","NE","31",
10190,"AFK","Nebraska City Municipal","Nebraska, NE","NE","31",
10190,"AFK","Nebraska City Municipal","Nebraska, NE","NE","31",
10190,"AFK","Nebraska City Municipal","Nebraska, NE","NE","31",
10191,"AFO","Afton Municipal","Afton, WY","WY","56",
10191,"AFO","Afton Municipal","Afton, WY","WY","56",
10192,"AFP","Anson County","Wadesboro, NC","NC","37",
10192,"AFP","Anson County","Wadesboro, NC","NC","37",
10192,"AFP","Anson County Jeff Cloud Field","Wadesboro, NC","NC","37",
10194,"AFW","Fort Worth Alliance","Dallas/Fort Worth, TX","TX","48",
10194,"AFW","Fort Worth Alliance","Dallas/Fort Worth, TX","TX","48",
10194,"AFW","Fort Worth Alliance","Dallas/Fort Worth, TX","TX","48",
10195,"AFY","Afyon Airport","Afyon, Turkey","","",
10195,"AFY","Afyon Airport","Afyon, Turkey","","",
10196,"AGA","Agadir/Inezgane","Agadir, Morocco","","",
10196,"AGA","Inezgane","Agadir, Morocco","","",
10197,"AGB","Muehlhausen","Augsburg, West Germany","","",
10197,"AGB","Augsburg Airport","Augsburg, Germany","","",
10197,"AGB","Augsburg Airport","Augsburg, Germany","","",
10198,"AGC","Allegheny County","Pittsburgh, PA","PA","42",
10198,"AGC","Allegheny County","Pittsburgh, PA","PA","42",
10198,"AGC","Allegheny County","Pittsburgh, PA","PA","42",
10198,"AGC","Allegheny County","Pittsburgh, PA","PA","42",
10199,"AGF","La Garenne","Agen, France","","",
10199,"AGF","La Garenne","Agen, France","","",
10199,"AGF","Agen La Garenne","Agen, France","","",
10199,"AGF","Agen La Garenne","Agen, France","","",
10200,"AGG","Angoram Airport","Angoram, Papua New Guinea","","",
10201,"AGH","Angelholm-Helsingborg","Angelholm/Helsingborg, Sweden","","",
10201,"AGH","Angelholm-Helsingborg","Angelholm/Helsingborg, Sweden","","",
10201,"AGH","Angelholm","Angelholm/Helsingborg, Sweden","","",
10201,"AGH","Angelholm","Angelholm/Helsingborg, Sweden","","",
10202,"AGK","Kagua Airport","Kagua, Papua New Guinea","","",
10203,"AGL","Wanigela Airport","Wanigela, Papua New Guinea","","",
10203,"AGL","Wanigela Airport","Wanigela, Papua New Guinea","","",
10204,"AGN","Angoon Seaplane Base","Angoon, AK","AK","02",
10205,"AGP","Malaga Airport","Malaga, Spain","","",
10205,"AGP","Malaga Airport","Malaga, Spain","","",
10205,"AGP","Malaga Airport","Malaga, Spain","","",
10205,"AGP","Malaga Airport","Malaga, Spain","","",
10205,"AGP","Malaga Costa del Sol","Malaga, Spain","","",
10206,"AGQ","Agrinion New","Agrinion, Greece","","",
10206,"AGQ","Agrinion Airport","Agrinion, Greece","","",
10207,"AGR","Agra Airport","Agra, India","","",
10207,"AGR","Agra Airport","Agra, India","","",
10208,"AGS","Bush Field","Augusta, GA","GA","13",
10208,"AGS","Augusta Regional at Bush Field","Augusta, GA","GA","13",
10208,"AGS","Augusta Regional at Bush Field","Augusta, GA","GA","13",
10209,"AGT","Guarani International","Ciudad del Este, Paraguay","","",
10210,"AGU","Jesus Teran International","Aguascalientes, Mexico","","",
10210,"AGU","Jesus Teran International","Aguascalientes, Mexico","","",
10211,"AGV","Oswaldo Guevara Mujica","Acarigua, Venezuela","","",
10211,"AGV","Oswaldo Guevara Mujica","Acarigua, Venezuela","","",
10212,"AGX","Agatti Island Airport","Agatti Island, India","","",
10213,"AHA","Naha AB","Okinawa, Japan","","",
10214,"AHB","Abha Airport","Abha, Saudi Arabia","","",
10214,"AHB","Abha Airport","Abha, Saudi Arabia","","",
10214,"AHB","Abha Airport","Abha, Saudi Arabia","","",
10215,"AHD","Ardmore Airport","Ardmore, OK","OK","40",
10215,"AHD","Ardmore Downtown Executive","Ardmore, OK","OK","40",
10216,"AHN","Athens Municipal","Athens, GA","GA","13",
10216,"AHN","Athens/Ben Epps","Athens, GA","GA","13",
10216,"AHN","Athens/Ben Epps","Athens, GA","GA","13",
10217,"AHO","Alghero","Alghero/Sassari, Italy","","",
10217,"AHO","Alghero","Alghero/Sassari, Italy","","",
10217,"AHO","Alghero Fertilia","Alghero/Sassari, Italy","","",
10218,"AHS","Ahuas Airport","Ahuas, Honduras","","",
10218,"AHS","Ahuas Airport","Ahuas, Honduras","","",
10218,"AHS","Auas","Ahuas, Honduras","","",
10219,"AHT","Amchitka","Amchitka Island, AK","AK","02",
10220,"AHU","Cherif El Idrissi International","Al Hoceima, Morocco","","",
10220,"AHU","Cherif El Idrissi International","Al Hoceima, Morocco","","",
10221,"AIA","Alliance Municipal","Alliance, NE","NE","31",
10221,"AIA","Alliance Municipal","Alliance, NE","NE","31",
10221,"AIA","Alliance Municipal","Alliance, NE","NE","31",
10222,"AIB","Anita Bay Airport","Anita Bay, AK","AK","02",
10223,"AID","Anderson Municipal-Darlington Field","Anderson, IN","IN","18",
10223,"AID","Anderson Municipal-Darlington Field","Anderson, IN","IN","18",
10224,"AIK","Aiken Municipal","Aiken, SC","SC","45",
10224,"AIK","Aiken Municipal","Aiken, SC","SC","45",
10225,"AIN","Wainwright Airport","Wainwright, AK","AK","02",
10225,"AIN","Wainwright Airport","Wainwright, AK","AK","02",
10226,"AIT","Aitutaki Airport","Aitutaki, Cook Islands","","",
10226,"AIT","Aitutaki Airport","Aitutaki, Cook Islands","","",
10226,"AIT","Aitutaki Airport","Aitutaki, Cook Islands","","",
10227,"AIY","Bader Field","Atlantic City, NJ","NJ","34",
10227,"AIY","Bader Field","Atlantic City, NJ","NJ","34",
10228,"AIZ","Lee C Fine Memorial","Lake of the Ozarks, MO","MO","29",
10228,"AIZ","Lee C Fine Memorial","Lake of the Ozarks, MO","MO","29",
10229,"AJA","Ajaccio/Campo Dell Oro","Ajaccio, France","","",
10229,"AJA","Napoleon Bonaparte","Ajaccio, France","","",
10229,"AJA","Ajaccio Napoleon Bonaparte","Ajaccio, France","","",
10229,"AJA","Ajaccio Napoleon Bonaparte","Ajaccio, France","","",
10230,"AJF","Al Jouf","Jouf, Saudi Arabia","","",
10230,"AJF","Al Jouf","Jouf, Saudi Arabia","","",
10231,"AJJ","Akjoujt Airport","Akjoujt, Mauritania","","",
10231,"AJJ","Akjoujt Airport","Akjoujt, Mauritania","","",
10232,"AJL","Lengpui","Aizwal, India","","",
10233,"AJN","Ouani","Anjouan, Comoros","","",
10233,"AJN","Ouani","Anjouan, Comoros","","",
10233,"AJN","Ouani","Anjouan, Comoros","","",
10234,"AJR","Arvidsjaur Airport","Arvidsjaur, Sweden","","",
10234,"AJR","Arvidsjaur Airport","Arvidsjaur, Sweden","","",
10235,"AJU","Santa Maria","Aracaju, Brazil","","",
10236,"AJY","Manu Dayak","Agades, Niger","","",
10236,"AJY","Manu Dayak","Agades, Niger","","",
10236,"AJY","Manu Dayak","Agades, Niger","","",
10236,"AJY","Mano Dayak","Agades, Niger","","",
10237,"AKB","Atka Airport","Atka, AK","AK","02",
10237,"AKB","Atka Airport","Atka, AK","AK","02",
10238,"AKC","Akron Fulton International","Akron, OH","OH","39",
10239,"AKF","Kufra","Kufrah, Libya","","",
10239,"AKF","Kufra","Kufrah, Libya","","",
10239,"AKF","Kufra","Kufrah, Libya","","",
10241,"AKI","Akiak Airport","Akiak, AK","AK","02",
10241,"AKI","Akiak Airport","Akiak, AK","AK","02",
10242,"AKJ","Asahikawa Airport","Asahikawa, Japan","","",
10242,"AKJ","Asahikawa Airport","Asahikawa, Japan","","",
10242,"AKJ","Asahikawa Airport","Asahikawa, Japan","","",
10243,"AKK","Akhiok Airport","Akhiok, AK","AK","02",
10243,"AKK","Akhiok Airport","Akhiok, AK","AK","02",
10244,"AKL","Auckland International","Auckland, New Zealand","","",
10244,"AKL","Auckland International","Auckland, New Zealand","","",
10245,"AKN","King Salmon Airport","King Salmon, AK","AK","02",
10245,"AKN","King Salmon Airport","King Salmon, AK","AK","02",
10246,"AKO","Akron Washington County","Akron, CO","CO","08",
10246,"AKO","Colorado Plains Regional","Akron, CO","CO","08",
10247,"AKP","Anaktuvuk Pass Airport","Anaktuvuk Pass, AK","AK","02",
10247,"AKP","Anaktuvuk Pass Airport","Anaktuvuk Pass, AK","AK","02",
10248,"AKR","Akure Airport","Akure, Nigeria","","",
10248,"AKR","Akure Airport","Akure, Nigeria","","",
10249,"AKS","Auki Airport","Auki, Solomon Islands","","",
10249,"AKS","Auki Airport","Auki, Solomon Islands","","",
10249,"AKS","Auki Gwaunaru University","Auki, Solomon Islands","","",
10249,"AKS","Auki Airport","Auki, Solomon Islands","","",
10250,"AKT","Akrotiri Airport","Akrotiri, Cyprus","","",
10250,"AKT","Akrotiri Airport","Akrotiri, Cyprus","","",
10251,"AKX","Aktyubinsk Airport","Aktyubinsk, U.S.S.R.","","",
10251,"AKX","Aktyubinsk Airport","Aktyubinsk, Kazakhstan","","",
10252,"AKY","Akyab Airport","Akyab, Burma","","",
